listing_id,published_at,closed_at,status,deal_type,city,district,address,lat,lon,rooms,floor,floors_total,area_total,area_kitchen,price,currency,price_uah,agent_id,agency,contact_phone,source,description
L101677,2024-04-08,2024-04-26,closed,rent,Lviv,Halytskyi,"vul. Soborna, 132",49.868721,24.040303,1,5,15,40,5,253,EUR,10322,AG4860,PrimeEstate,380668068573,portal_c,"Modern design, all amenities. Halytskyi, 40 sq.m."
L101678,2024-04-18,2024-05-19,closed,rent,Lviv,Halytskyi,"vul. Teatralna, 40",49.834409,23.998818,3,9,15,115,14,992,USD,37200,AG2793,CityRealty,380999768662,portal_a,"Great location in Lviv. 3 rooms, 9 floor. Well renovated."
L101679,2024-03-24,2024-03-27,closed,sale,Lviv,Frankivskyi,"vul. Teatralna, 32",49.83095,24.045369,1,3,9,53,10,66739,EUR,2722951,NA,NA,380834651072,portal_c,Comfortable 1-room apartment in Frankivskyi district. Total area 53 sq.m.
L101680,2024-01-09,2024-01-16,withdrawn,sale,Odesa,Malynovskyi,"vul. Franka, 18",46.461259,30.680073,4,15,16,64,11,79820,USD,2993250,AG1515,CityRealty,380588991020,portal_b,"Spacious apartment near metro. 64 sq.m, 4 rooms. Excellent condition."
L101681,2024-02-11,NA,active,rent,Kyiv,Desnianskyi,"vul. Lesi Ukrainky, 96",50.509708,30.544371,5,15,24,96,22,767,EUR,31294,AG1929,UrbanHouse,380574770462,portal_b,Comfortable 5-room apartment in Desnianskyi district. Total area 96 sq.m.
L101682,2024-06-26,2024-08-01,closed,rent,Kyiv,Shevchenkivskyi,"vul. Parkova, 9",50.422462,30.540314,2,7,15,104,14,615,EUR,25092,AG2809,CityRealty,380675036035,portal_b,"Great location in Kyiv. 2 rooms, 7 floor. Well renovated."
L101683,2024-04-11,2024-05-03,withdrawn,sale,Lwiv,Halytskyi,"vul. Sichovykh Striltsiv, 18",49.823768,24.017074,3,17,22,66,NA,69459,EUR,2833927,NA,NA,380936396910,portal_c,Comfortable 3-room apartment in Halytskyi district. Total area 66 sq.m.
L101684,2024-01-30,NA,active,sale,Lviv,Shevchenkivskyi,"vul. Peremohy, 61",49.830967,24.067283,3,2,9,78,10,91957,EUR,3751846,AG5461,PrimeEstate,380734596449,portal_b,"Perfect for families. 3-bedroom apartment, 2/9 floor."
L101685,2024-03-08,NA,active,rent,Lviv,Shevchenkivskyi,"vul. Teatralna, 33",49.858472,24.024942,4,9,12,87,12,724,USD,27150,NA,NA,380879122939,portal_b,"Modern design, all amenities. Shevchenkivskyi, 87 sq.m."
L101686,2024-02-23,NA,active,sale,Kyiv,Holosiivskyi,"vul. Bandery, 57",50.494472,30.587306,3,9,13,49,8,2644816,UAH,2644816,AG1738,PrimeEstate,380818381495,portal_b,"Modern design, all amenities. Holosiivskyi, 49 sq.m."
L101687,2024-05-04,NA,active,rent,Kyiv,Holosiivskyi,"vul. Mira, 143",50.503999,30.549663,5,2,6,110,27,758,EUR,30926,AG2563,UrbanHouse,380524600908,portal_b,"Modern design, all amenities. Holosiivskyi, 110 sq.m."
L101688,2024-02-18,2024-04-18,closed,rent,Odesa,Malynovskyi,"vul. Soborna, 11",46.516799,30.762883,4,4,15,112,21,NA,EUR,NA,AG1785,RealtyPro,380572916720,portal_b,"Perfect for families. 4-bedroom apartment, 4/15 floor."
L101689,2024-01-08,NA,active,rent,Odesa,Suvorovskyi,"vul. Mira, 122",46.504037,NA,5,16,20,41,NA,10718,UAH,10718,NA,EstateGroup,380718613860,portal_b,"Spacious apartment near metro. 41 sq.m, 5 rooms. Excellent condition."
L101690,2024-03-30,NA,active,rent,Odesa,Prymorskyi,"vul. Peremohy, 1",46.518416,30.689692,5,2,5,78,19,489,EUR,19951,AG7301,EstateGroup,380967961986,portal_c,"Spacious apartment near metro. 78 sq.m, 5 rooms. Excellent condition."
L101691,2024-05-06,NA,active,rent,Odesa,Prymorskyi,"vul. Soborna, 58",46.447384,30.696131,5,14,19,63,9,14258,UAH,14258,AG7724,EstateGroup,380865052973,portal_c,"Spacious apartment near metro. 63 sq.m, 5 rooms. Excellent condition."
L101692,2024-03-18,2024-04-24,withdrawn,rent,Lviv,Halytskyi,"vul. Lesi Ukrainky, 67",49.803306,24.062375,1,5,6,43,8,13103,UAH,13103,AG2175,HomeCenter,380686649529,portal_b,Comfortable 1-room apartment in Halytskyi district. Total area 43 sq.m.
L101693,2024-06-16,NA,active,rent,Lviv,Sykhivskyi,"vul. Teatralna, 109",49.811431,24.022671,5,8,19,49,9,354,EUR,14443,AG8794,EstateGroup,380983034686,portal_c,"Perfect for families. 5-bedroom apartment, 8/19 floor."
L101694,2024-04-06,2024-04-13,closed,sale,Kyiv,Holosiivskyi,"vul. Khreshchatyk, 71",50.3919,30.491479000000002,4,11,15,97,17,98461,USD,3692288,AG9976,PrimeEstate,380707359007,portal_a,"Perfect for families. 4-bedroom apartment, 11/15 floor."
L101695,2024-05-14,2024-06-12,closed,rent,Lviv,Frankivskyi,"vul. Soborna, 129",49.847923,24.055371,1,17,24,69,12,313,EUR,12770,AG1734,UrbanHouse,380686351765,portal_a,"Spacious apartment near metro. 69 sq.m, 1 rooms. Excellent condition."
L101696,2024-04-24,2024-06-07,closed,sale,Lviv,Lychakivskyi,"vul. Peremohy, 75",49.839393,24.043098,3,6,24,62,12,2207618,UAH,2207618,AG8172,UrbanHouse,380873210788,portal_b,"Perfect for families. 3-bedroom apartment, 6/24 floor."
L101697,2024-05-29,2024-06-25,closed,rent,Odesa,Kiiivskyi,"vul. Teatralna, 42",46.488593,30.748331,3,6,9,81,12,23676,UAH,23676,AG8053,CityRealty,380503028760,portal_c,"Modern design, all amenities. Kiiivskyi, 81 sq.m."
L101698,2024-03-15,NA,active,rent,Lviv,Sykhivskyi,"vul. Peremohy, 142",49.841548,24.039814,1,6,20,61,10,16568,UAH,16568,NA,RealtyPro,380802711657,portal_c,"Great location in Lviv. 1 rooms, 6 floor. Well renovated."
L101699,2024-05-02,NA,withdrawn,sale,Odesa,Prymorskyi,"vul. Khreshchatyk, 55",46.527199,NA,5,15,20,83,11,4474090,UAH,4474090,AG6682,PrimeEstate,380666366316,portal_a,"Perfect for families. 5-bedroom apartment, 15/20 floor."
L101700,2024-01-22,2024-03-20,closed,sale,Odesa,Suvorovskyi,"vul. Franka, 49",46.524861,30.700769,4,7,14,100,21,127784,USD,4791900,AG7495,UrbanHouse,380554333596,portal_c,"Perfect for families. 4-bedroom apartment, 7/14 floor."
L101701,2024-01-21,NA,active,rent,Odesa,Prymorskyi,"vul. Shevchenka, 46",46.438226,30.677887,4,12,15,85,NA,20274,UAH,20274,NA,NA,380632516793,portal_a,"Modern design, all amenities. Prymorskyi, 85 sq.m."
L101702,2024-04-09,NA,active,rent,Kyiv,Podilskyi,"vul. Franka, 79",50.417658,30.580567,4,3,12,70,12,14485,UAH,14485,AG3227,UrbanHouse,380894751550,portal_c,Comfortable 4-room apartment in Podilskyi district. Total area 70 sq.m.
L101703,2024-05-26,NA,active,rent,Odesa,Prymorskyi,"vul. Bandery, 113",46.436215,30.748389,2,3,16,95,24,NA,USD,NA,AG1598,CityRealty,380623970780,portal_b,"Perfect for families. 2-bedroom apartment, 3/16 floor."
L101704,2024-06-22,NA,active,rent,Odesa,Malynovskyi,"vul. Soborna, 43",46.500995,30.701961,2,3,7,79,11,656,USD,24600,AG6446,HomeCenter,380527524238,portal_b,"Spacious apartment near metro. 79 sq.m, 2 rooms. Excellent condition."
L101705,2024-06-10,2024-07-21,closed,sale,Odesa,Malynovskyi,"vul. Franka, 102",46.4768,30.767498,2,8,8,45,8,57361,EUR,2340329,AG6762,PrimeEstate,380545462331,portal_c,"Spacious apartment near metro. 45 sq.m, 2 rooms. Excellent condition."
L101706,2024-02-10,NA,active,sale,Lviv,Lychakivskyi,"vul. Mira, 105",49.821386,NA,2,7,12,84,21,114674,USD,4300275,NA,NA,380882608949,portal_c,"Spacious apartment near metro. 84 sq.m, 2 rooms. Excellent condition."
L101707,2024-06-24,NA,active,rent,Lviv,Shevchenkivskyi,"vul. Lesi Ukrainky, 12",49.862615,23.990981,2,13,13,58,8,14955,UAH,14955,AG2963,RealtyPro,380817696280,portal_c,"Great location in Lviv. 2 rooms, 13 floor. Well renovated."
L101708,2024-06-12,NA,active,sale,Odesa,Kiiivskyi,"vul. Soborna, 34",46.47879,30.736257,1,1,12,62,9,3067201,UAH,3067201,AG7485,CityRealty,380887707596,portal_c,"Modern design, all amenities. Kiiivskyi, 62 sq.m."
L101709,2024-04-28,NA,withdrawn,rent,Kiyv,Podilskyi,"vul. Teatralna, 30",50.408122,30.557504,4,1,5,151,NA,1140,EUR,46512,AG6085,HomeCenter,380988649131,portal_a,"Spacious apartment near metro. 151 sq.m, 4 rooms. Excellent condition."
L101710,2024-01-09,2024-01-27,closed,rent,Lviv,Frankivskyi,"vul. Shevchenka, 7",49.818082,24.037158,2,5,6,35,6,243,EUR,9914,AG9775,UrbanHouse,380972958948,portal_c,"Great location in Lviv. 2 rooms, 5 floor. Well renovated."
L101711,2024-05-25,2024-07-15,closed,rent,Kyiv,Desnianskyi,"vul. Sichovykh Striltsiv, 140",50.429703,30.597605,1,10,13,56,12,343,EUR,13994,AG2806,CityRealty,380578249274,portal_b,Comfortable 1-room apartment in Desnianskyi district. Total area 56 sq.m.
L101712,2024-05-27,2024-07-01,closed,sale,Lviv,Zaliznychnyi,"vul. Franka, 79",49.811631,24.017837,2,9,11,32,8,1469873,UAH,1469873,AG9372,PrimeEstate,380598712298,portal_b,"Great location in Lviv. 2 rooms, 9 floor. Well renovated."
L101713,2024-03-11,2024-04-08,closed,rent,Kyiv,Solomianskyi,"vul. Bandery, 13",50.4682,30.492985,5,7,7,65,NA,19765,UAH,19765,AG7098,RealtyPro,380616058947,portal_c,Comfortable 5-room apartment in Solomianskyi district. Total area 65 sq.m.
L101714,2024-01-14,NA,active,sale,Kyiv,Shevchenkivskyi,"vul. Franka, 110",NA,30.568502,4,1,11,NA,NA,88558,EUR,3613166,AG5280,CityRealty,380684526275,portal_c,Comfortable 4-room apartment in Shevchenkivskyi district. Total area 72 sq.m.
L101715,2024-01-31,2024-02-17,closed,rent,Lviv,Sykhivskyi,"vul. Teatralna, 101",49.844696,23.996322,1,3,12,76,15,385,USD,14438,AG2618,EstateGroup,380968607088,portal_b,Comfortable 1-room apartment in Sykhivskyi district. Total area 76 sq.m.
L101716,2024-06-05,NA,active,rent,Lviv,Zaliznychnyi,"vul. Heroiv, 53",49.809428,23.992287,5,8,20,53,7,342,USD,12825,AG4665,EstateGroup,380966825383,portal_c,Comfortable 5-room apartment in Zaliznychnyi district. Total area 53 sq.m.
L101717,2024-01-26,NA,active,rent,Lviv,Halytskyi,"vul. Teatralna, 96",49.853982,24.004258,4,5,5,42,10,13424,UAH,13424,AG9795,HomeCenter,380586397389,portal_a,"Perfect for families. 4-bedroom apartment, 5/5 floor."
L101718,2024-04-29,NA,active,sale,Odesa,Prymorskyi,"vul. Mira, 147",NA,30.759658,5,20,22,65,11,92577,USD,3471638,AG2610,HomeCenter,380725375496,portal_c,"Modern design, all amenities. Prymorskyi, 65 sq.m."
L101719,2024-05-16,NA,active,rent,Lviv,Halytskyi,"vul. Sichovykh Striltsiv, 3",49.806014,NA,4,13,21,45,6,257,USD,NA,AG9886,UrbanHouse,380868279924,portal_b,Comfortable 4-room apartment in Halytskyi district. Total area 45 sq.m.
L101720,2024-03-29,2024-04-28,closed,rent,Kyiv,Obolonskyi,"vul. Franka, 16",50.502784,30.555709,1,6,22,64,13,447,USD,16762,AG9590,EstateGroup,380517820640,portal_a,"Great location in Kyiv. 1 rooms, 6 floor. Well renovated."
L101721,2024-02-14,NA,active,rent,Odesa,Prymorskyi,"vul. Franka, 17",46.47768,30.7194,3,11,16,49,10,305,USD,11438,AG2060,HomeCenter,380903886241,portal_c,Comfortable 3-room apartment in Prymorskyi district. Total area 49 sq.m.
L101722,2024-03-28,NA,active,rent,Lviv,Zaliznychnyi,"vul. Teatralna, 110",49.840983,24.053095,1,6,7,187,27,50353,UAH,50353,AG5699,HomeCenter,380709790641,portal_c,"Perfect for families. 1-bedroom apartment, 6/7 floor."
L101723,2024-03-13,2024-03-27,closed,rent,Odesa,Kiiivskyi,"vul. Teatralna, 38",46.477827,NA,3,4,22,58,14,293,EUR,11954,AG4226,HomeCenter,380602360565,portal_a,Comfortable 3-room apartment in Kiiivskyi district. Total area 58 sq.m.
L101724,2024-03-11,NA,withdrawn,sale,Odesa,Kiiivskyi,"vul. Soborna, 148",46.530358,30.691734,3,8,11,61,15,2136171,UAH,2136171,AG9398,UrbanHouse,380743404943,portal_c,"Modern design, all amenities. Kiiivskyi, 61 sq.m."
L101725,2024-01-08,2024-02-27,closed,sale,Odesa,Kiiivskyi,"vul. Parkova, 1",46.503738,30.687468,1,14,16,34,6,1705400,UAH,1705400,NA,RealtyPro,380907585861,portal_c,"Spacious apartment near metro. 34 sq.m, 1 rooms. Excellent condition."
L101726,2024-03-05,2024-03-30,closed,rent,Lviv,Halytskyi,"vul. Khreshchatyk, 142",49.850484,24.006784,1,4,25,71,17,427,USD,16012,NA,NA,380934321599,portal_a,"Great location in Lviv. 1 rooms, 4 floor. Well renovated."
L101727,2024-03-10,2024-03-20,withdrawn,rent,Lviv,Zaliznychnyi,"vul. Mira, 140",49.813045,24.009344,4,9,18,61,NA,545,USD,20438,AG1249,EstateGroup,380572329644,portal_c,"Great location in Lviv. 4 rooms, 9 floor. Well renovated."
L101728,2024-02-09,NA,withdrawn,sale,Kyiv,Pecherskyi,"vul. Heroiv, 10",50.412731,30.520131,5,13,24,40,9,48501,USD,1818788,AG7197,CityRealty,380681591919,portal_a,"Spacious apartment near metro. 40 sq.m, 5 rooms. Excellent condition."
L101729,2024-04-20,NA,active,rent,Lviv,Shevchenkivskyi,"vul. Peremohy, 78",49.875956,24.031176,4,3,19,55,10,11625,UAH,11625,NA,NA,380788212937,portal_b,"Great location in Lviv. 4 rooms, 3 floor. Well renovated."
L101730,2024-03-28,2024-05-19,closed,rent,Lviv,Lychakivskyi,"vul. Shevchenka, 78",49.83849,24.056786,1,17,23,103,25,703,EUR,28682,AG9002,UrbanHouse,380767301603,portal_c,"Modern design, all amenities. Lychakivskyi, 103 sq.m."
L101731,2024-03-19,2024-04-12,closed,rent,Kyiv,Dniprovskyi,"vul. Peremohy, 118",50.458884,30.468961,3,3,13,102,19,503,EUR,20522,AG4692,EstateGroup,380791747060,portal_a,"Perfect for families. 3-bedroom apartment, 3/13 floor."
L101732,2024-06-10,2024-07-19,closed,rent,Kyiv,Darnytskyi,"vul. Heroiv, 97",50.426824,30.467705,1,3,12,66,11,18877,UAH,18877,AG7336,CityRealty,380827778941,portal_a,"Spacious apartment near metro. 66 sq.m, 1 rooms. Excellent condition."
L101733,2024-01-27,2024-03-03,closed,rent,Lviv,Sykhivskyi,"vul. Teatralna, 72",NA,24.042575,5,2,9,79,17,21437,UAH,21437,AG8910,RealtyPro,380813997144,portal_c,"Perfect for families. 5-bedroom apartment, 2/9 floor."
L101734,2024-02-10,2024-03-31,closed,rent,Lviv,Lychakivskyi,"vul. Franka, 105",49.846,24.00331,3,1,7,84,15,445,USD,16688,NA,NA,380861457915,portal_b,"Spacious apartment near metro. 84 sq.m, 3 rooms. Excellent condition."
L101735,2024-05-13,2024-05-18,closed,rent,Odesa,Prymorskyi,"vul. Khreshchatyk, 84",46.450837,30.741999,2,3,5,62,13,433,EUR,17666,AG5094,EstateGroup,380999473216,portal_a,Comfortable 2-room apartment in Prymorskyi district. Total area 62 sq.m.
L101736,2024-01-11,NA,withdrawn,rent,Kyiv,Holosiivskyi,"vul. Peremohy, 3",50.380281,30.593692,5,1,16,87,21,478,EUR,19502,NA,NA,380813013061,portal_a,"Spacious apartment near metro. 87 sq.m, 5 rooms. Excellent condition."
L101737,2024-05-01,NA,active,rent,Lviv,Halytskyi,"vul. Mira, 111",49.850467,NA,3,8,9,135,NA,28174,UAH,28174,AG6904,UrbanHouse,380865857380,portal_a,"Spacious apartment near metro. 135 sq.m, 3 rooms. Excellent condition."
L101738,2024-03-26,NA,active,rent,Lviv,Halytskyi,"vul. Lesi Ukrainky, 100",49.873951,23.991041,2,4,8,94,14,430,EUR,17544,AG3157,EstateGroup,380853053782,portal_c,"Modern design, all amenities. Halytskyi, 94 sq.m."
L101739,2024-05-15,NA,active,sale,Lviv,Zaliznychnyi,"vul. Franka, 111",49.811049,24.020159,5,3,5,96,19,4338790,UAH,4338790,AG6763,PrimeEstate,380636952059,portal_c,"Spacious apartment near metro. 96 sq.m, 5 rooms. Excellent condition."
L101740,2024-01-11,2024-02-02,closed,sale,Odesa,Suvorovskyi,"vul. Bandery, 147",NA,30.757274,3,4,6,92,13,90388,EUR,NA,AG6768,PrimeEstate,380582179211,portal_c,"Perfect for families. 3-bedroom apartment, 4/6 floor."
L101741,2024-05-01,2024-06-10,closed,rent,Odesa,Malynovskyi,"vul. Franka, 26",46.520598,NA,3,18,25,62,12,289,EUR,11791,NA,EstateGroup,380702734258,portal_c,"Modern design, all amenities. Malynovskyi, 62 sq.m."
L101742,2024-05-19,2024-06-11,closed,rent,Odessa,Kiiivskyi,"vul. Mira, 5",46.483617,NA,1,4,14,72,13,14265,UAH,NA,AG9356,HomeCenter,380883458250,portal_b,Comfortable 1-room apartment in Kiiivskyi district. Total area 72 sq.m.
L101743,2024-03-17,NA,active,sale,Lviv,Frankivskyi,"vul. Soborna, 23",49.825392,24.03687,4,23,25,71,9,92875,EUR,3789300,AG3405,UrbanHouse,380857309042,portal_b,"Spacious apartment near metro. 71 sq.m, 4 rooms. Excellent condition."
L101744,2024-01-29,NA,active,rent,Lviv,Halytskyi,"vul. Peremohy, 122",49.874052,23.996911,3,2,9,70,15,545,EUR,22236,AG8941,EstateGroup,380748055582,portal_b,Comfortable 3-room apartment in Halytskyi district. Total area 70 sq.m.
L101745,2024-06-11,2024-08-10,closed,sale,Odesa,Malynovskyi,"vul. Bandery, 14",46.458817,NA,3,18,25,88,12,106407,EUR,4341406,NA,NA,380839093026,portal_b,"Great location in Odesa. 3 rooms, 18 floor. Well renovated."
L101746,2024-02-16,NA,active,sale,Kyiv,Holosiivskyi,"vul. Khreshchatyk, 90",50.443979,30.542272,5,5,11,69,8,68095,USD,2553562,AG7332,UrbanHouse,380815984509,portal_c,"Perfect for families. 5-bedroom apartment, 5/11 floor."
L101747,2024-03-24,NA,active,sale,Kyiv,Podilskyi,"vul. Heroiv, 101",50.469397,30.593786,2,5,10,NA,7,1450613,UAH,1450613,AG5091,CityRealty,380707242354,portal_a,"Spacious apartment near metro. 36 sq.m, 2 rooms. Excellent condition."
L101748,2024-04-22,NA,active,rent,Odesa,Kiiivskyi,"vul. Shevchenka, 135",46.447906,30.697001,3,6,15,45,11,378,USD,14175,AG7901,HomeCenter,380551234703,portal_a,"Perfect for families. 3-bedroom apartment, 6/15 floor."
L101749,2024-01-19,2024-02-19,withdrawn,sale,Kyiv,Shevchenkivskyi,"vul. Lesi Ukrainky, 130",50.459736,30.512654,1,4,8,75,15,77791,USD,2917162,AG8967,PrimeEstate,380659080314,portal_c,"Great location in Kyiv. 1 rooms, 4 floor. Well renovated."
L101750,2024-01-06,NA,active,sale,Kyiv,Sviatoshynskyi,"vul. Soborna, 10",50.431398,30.558638,4,9,13,63,13,64091,USD,2403412,AG8749,CityRealty,380604955645,portal_b,"Spacious apartment near metro. 63 sq.m, 4 rooms. Excellent condition."
L101751,2024-05-19,NA,active,rent,Odesa,Suvorovskyi,"vul. Shevchenka, 118",46.458277,30.758956,3,9,18,65,13,489,EUR,19951,AG5667,PrimeEstate,380527548348,portal_b,"Modern design, all amenities. Suvorovskyi, 65 sq.m."
L101752,2024-03-30,NA,active,rent,Lviv,Sykhivskyi,"vul. Franka, 42",49.859552,24.034688,4,19,19,54,9,416,EUR,16973,AG6878,EstateGroup,380986983787,portal_b,"Great location in Lviv. 4 rooms, 19 floor. Well renovated."
L101753,2024-02-15,NA,active,rent,Kyiv,Holosiivskyi,"vul. Mira, 85",50.498717,30.583294,2,4,11,41,6,254,USD,9525,NA,NA,380864225754,portal_a,"Spacious apartment near metro. 41 sq.m, 2 rooms. Excellent condition."
L101754,2024-05-19,NA,withdrawn,rent,Lviv,Sykhivskyi,"vul. Shevchenka, 144",49.866569,24.019867,1,7,9,76,16,22546,UAH,22546,AG6836,RealtyPro,380741705997,portal_c,"Spacious apartment near metro. 76 sq.m, 1 rooms. Excellent condition."
L101755,2024-03-15,NA,active,sale,Odesa,Suvorovskyi,"vul. Soborna, 141",46.476582,30.701258,1,12,23,127,31,5803893,UAH,5803893,NA,NA,380589704311,portal_c,"Perfect for families. 1-bedroom apartment, 12/23 floor."
L101756,2024-04-01,NA,active,rent,Odesa,Suvorovskyi,"vul. Teatralna, 7",NA,30.685473000000002,2,9,20,62,NA,385,EUR,15708,NA,NA,380595692437,portal_b,Comfortable 2-room apartment in Suvorovskyi district. Total area 62 sq.m.
L101757,2024-02-21,2024-02-22,withdrawn,rent,Odesa,Kiiivskyi,"vul. Sichovykh Striltsiv, 119",46.519959,30.726814,5,16,17,35,7,271,EUR,11057,AG7172,PrimeEstate,380786109711,portal_c,"Spacious apartment near metro. 35 sq.m, 5 rooms. Excellent condition."
L101758,2024-02-27,NA,active,rent,Odesa,Kiiivskyi,"vul. Heroiv, 20",46.464017,30.755017,4,6,11,37,8,9951,UAH,9951,AG1997,UrbanHouse,380613687525,portal_b,Comfortable 4-room apartment in Kiiivskyi district. Total area 37 sq.m.
L101759,2024-06-05,NA,active,rent,Lviv,Sykhivskyi,"vul. Shevchenka, 143",49.863131,24.008773,3,3,7,66,12,459,USD,17212,AG6210,RealtyPro,380946785223,portal_a,"Spacious apartment near metro. 66 sq.m, 3 rooms. Excellent condition."
L101760,2024-04-01,NA,active,sale,Odesa,Suvorovskyi,"vul. Lesi Ukrainky, 129",46.471325,30.689595,4,2,7,111,25,3981082,UAH,3981082,AG9307,EstateGroup,380696388140,portal_b,Comfortable 4-room apartment in Suvorovskyi district. Total area 111 sq.m.
L101761,2024-01-18,2024-01-25,closed,rent,Odesa,Suvorovskyi,"vul. Sichovykh Striltsiv, 138",NA,30.756415,4,8,18,60,11,15350,UAH,15350,AG7688,PrimeEstate,380699684325,portal_a,"Perfect for families. 4-bedroom apartment, 8/18 floor."
L101762,2024-06-06,2024-07-25,closed,rent,Kyiv,Obolonskyi,"vul. Parkova, 67",50.458381,30.456714,2,5,10,72,17,352,EUR,14362,AG2503,UrbanHouse,380645104198,portal_a,"Modern design, all amenities. Obolonskyi, 72 sq.m."
L101763,2024-04-30,2024-05-18,closed,sale,Lviv,Halytskyi,"vul. Sichovykh Striltsiv, 97",49.852663,24.022172,4,5,20,46,8,1635786,UAH,1635786,AG3937,UrbanHouse,380803518415,portal_b,"Great location in Lviv. 4 rooms, 5 floor. Well renovated."
L101764,2024-01-13,NA,active,sale,Kyiv,Obolonskyi,"vul. Teatralna, 90",50.421637,30.509694,2,1,5,50,7,69827,USD,2618512,NA,NA,380793573992,portal_c,"Spacious apartment near metro. 50 sq.m, 2 rooms. Excellent condition."
L101765,2024-01-17,NA,active,rent,Kyiv,Pecherskyi,"vul. Mira, 120",50.484639,30.482712,2,18,18,78,16,409,USD,15338,NA,NA,380659519245,portal_b,"Perfect for families. 2-bedroom apartment, 18/18 floor."
L101766,2024-03-07,2024-03-21,withdrawn,rent,Kyiv,Shevchenkivskyi,"vul. Khreshchatyk, 138",50.444102,30.469612,3,14,16,66,16,472,EUR,19258,AG4553,EstateGroup,380658584634,portal_a,"Modern design, all amenities. Shevchenkivskyi, 66 sq.m."
L101767,2024-02-29,2024-04-25,closed,sale,Odesa,Malynovskyi,"vul. Sichovykh Striltsiv, 94",46.452502,30.762284,5,4,18,80,17,102378,EUR,4177022,AG9442,UrbanHouse,380517303349,portal_a,"Perfect for families. 5-bedroom apartment, 4/18 floor."
L101768,2024-03-19,2024-04-14,closed,sale,Lviv,Sykhivskyi,"vul. Parkova, 14",49.825247,24.041828,5,5,11,90,17,114859,EUR,NA,AG7287,RealtyPro,380679575820,portal_a,Comfortable 5-room apartment in Sykhivskyi district. Total area 90 sq.m.
L101769,2024-06-10,NA,active,sale,Lviv,Halytskyi,"vul. Khreshchatyk, 121",49.812306,24.053038,3,1,11,NA,12,3218064,UAH,3218064,AG6891,CityRealty,380823568596,portal_b,"Modern design, all amenities. Halytskyi, 66 sq.m."
L101770,2024-02-11,NA,active,sale,Lviv,Zaliznychnyi,"vul. Franka, 9",49.839475,24.053335,1,14,23,45,10,60964,USD,2286150,AG9181,HomeCenter,380623435195,portal_b,"Modern design, all amenities. Zaliznychnyi, 45 sq.m."
L101771,2024-06-19,2024-07-26,closed,rent,Kyiv,Desnianskyi,"vul. Teatralna, 46",50.465721,30.517631,1,12,14,43,10,13596,UAH,13596,AG2359,HomeCenter,380776081339,portal_a,"Modern design, all amenities. Desnianskyi, 43 sq.m."
L101772,2024-06-04,NA,active,rent,Odesa,Suvorovskyi,"vul. Franka, 105",46.492612,30.724194,1,10,11,85,NA,25485,UAH,25485,AG5563,CityRealty,380698804896,portal_c,"Great location in Odesa. 1 rooms, 10 floor. Well renovated."
L101773,2024-01-14,NA,active,sale,Odesa,Malynovskyi,"vul. Soborna, 149",46.448045,30.680488,5,14,14,44,8,48466,EUR,1977413,AG5354,CityRealty,380931784993,portal_a,"Perfect for families. 5-bedroom apartment, 11/14 floor."
L101774,2024-03-14,2024-03-27,closed,sale,Kyiv,Dniprovskyi,"vul. Khreshchatyk, 113",50.452359,30.507185,2,10,14,110,NA,123970,EUR,5057976,AG5211,UrbanHouse,380867460079,portal_b,"Modern design, all amenities. Dniprovskyi, 110 sq.m."
L101775,2024-05-23,2024-06-13,closed,sale,Odesa,Prymorskyi,"vul. Franka, 100",46.505377,30.768299,3,3,7,35,9,1897543,UAH,1897543,AG5228,HomeCenter,380776855260,portal_b,"Great location in Odesa. 3 rooms, 3 floor. Well renovated."
L101776,2024-03-19,2024-05-13,closed,sale,Lviv,Zaliznychnyi,"vul. Teatralna, 68",49.860445,24.052008,2,4,12,46,11,1805178,UAH,1805178,AG3511,HomeCenter,380657819175,portal_c,Comfortable 2-room apartment in Zaliznychnyi district. Total area 46 sq.m.
L101777,2024-05-07,2024-05-10,closed,sale,Lviv,Shevchenkivskyi,"vul. Teatralna, 42",49.837129,23.996836,4,6,21,150,27,6101141,UAH,6101141,AG7979,EstateGroup,380975075074,portal_b,"Spacious apartment near metro. 150 sq.m, 4 rooms. Excellent condition."
L101778,2024-06-29,NA,active,rent,Kyiv,Obolonskyi,"vul. Soborna, 60",50.408458,NA,1,1,11,46,11,13576,UAH,13576,AG9618,UrbanHouse,380579676045,portal_a,"Perfect for families. 1-bedroom apartment, 1/11 floor."
L101779,2024-03-21,2024-04-21,withdrawn,sale,Kyiv,Solomianskyi,"vul. Franka, 82",50.467741,30.511133,4,3,11,53,11,1888347,UAH,1888347,NA,NA,380974998767,portal_c,"Modern design, all amenities. Solomianskyi, 53 sq.m."
L101780,2024-05-23,2024-07-15,closed,rent,Lviv,Shevchenkivskyi,"vul. Heroiv, 2",49.828631,24.063473,1,1,5,142,NA,30705,UAH,30705,NA,NA,380795512900,portal_c,Comfortable 1-room apartment in Shevchenkivskyi district. Total area 142 sq.m.
L101781,2024-04-25,NA,active,sale,Kyiv,Dniprovskyi,"vul. Soborna, 10",50.523143,30.50723,2,1,14,51,10,65967,EUR,2691454,AG1435,RealtyPro,380714585440,portal_b,Comfortable 2-room apartment in Dniprovskyi district. Total area 51 sq.m.
